,flyer_name,text
3174,week_34_page_1,ORGANIC
3175,week_34_page_1,FRESH
3176,week_34_page_1,INDEPENDENTLY VERIFIEDRobert E. MezueMEYERAL FOODS
3177,week_34_page_1,ER NATURA
3178,week_34_page_1,end
3179,week_34_page_1,NON-GMO
3180,week_34_page_1,"2/$6SAVE up to 
$3.98 on 2 
Strawberries"
3181,week_34_page_1,ORGANIC
3182,week_34_page_1,"$199/lb. 
SAVE $1/lb. 
Organic Broccoli 
One of the healthiest foods, 
broccoli is a great source of 
vitamins K and C, a good source 
of folate (folic acid), and also 
provides potassium and fiber."
3183,week_34_page_1,"4/$5 
SAVE 96¢ on 4 
Hass Avocados 
An excellent source of healthy 
Omega-3 fats, studies show 
eating avocados supports 
cardiovascular health, healthy 
aging, and weight management. 
Consider eating avocados daily 
or several times a week.Avocados 
México Calavo"
3184,week_34_page_1,"1 lb.Eat them plain or use for 
baking and smoothies, these 
nutrient-rich berries make it 
easy to incorporate healthy 
into your everyday diet.$999/lb. 
SAVE $5/lb. 
Grass Fed 
Ribeye & 
Strip Steaks 
Never Administered Antibiotics 
or Growth Hormones, Raised on 
100% non-GMO Grass Pastures, 
High in Omega-3s and 
Conjugated Linoleic Acid 
$6.99/lb. Whole Loin"
3185,week_34_page_1,NON-GMO
3186,week_34_page_1,From
3187,week_34_page_1,"GRASS 
FED"
3188,week_34_page_1,"$299/lb. 
SAVE 50¢/lb."
3189,week_34_page_1,IFIEDFRESHwmanes
3190,week_34_page_1,"ericanFIELMADE 
IN HOUSEumanes"
3191,week_34_page_1,Amercan H)
3192,week_34_page_1,NON-GMO
3193,week_34_page_1,"SIGN UP FOR EMAIL DEALS & MORE AT EARTHFARE.COM$699/lb. 
SAVE $4/1b. 
Blackened 
Chicken Salad 
From the Deli 
Signature item, made fresh 
in-house in small batches. 
Made with American Humane 
Certified chicken that is never 
administered antibiotics 
or growth hormones."
3194,week_34_page_1,"Fresh 
Boneless, 
Skinless 
Chicken Thighs 
Never Administered Antibiotics or 
Growth Hormones, 100% Vegetarian Diet, 
3rd Party Certified Humanely Raised"
3195,week_34_page_2,"Woodstock Farms 
Frozen 
Vegetables 
10 oz., Select Varieties 
Keep your freezer stocked with 
nutrient-rich Woodstock Farms' 
high quality frozen produce for 
easy meals all week long.20% OFFEARTH FARE O"
3196,week_34_page_2,"Sales Valid Wed. February 21 - Tues. February 272/$7SAVE $2.38 on 2 
Pacific Natural Foods 
Soups 
32 oz., Select Varieties 
Made with simple, natural 
ingredients, these heat-and-serve 
soups will satisfy the whole family."
3197,week_34_page_2,"EAT BECAUSESaue the LordWOODSTOCKGOODORGANIC 
TRI-COLORED 
PEPPERSTHREE Colors, ALL DELICIOUS!USDA 
ORGANICNON-GMO"
3198,week_34_page_2,"Pacificorganic
creamy 
tomato
soupGLUTEN 
FREE"
3199,week_34_page_2,ORGANIC
3200,week_34_page_2,Prodotto
3201,week_34_page_2,"ORGANIC EGGS
ΡΕΤΈΛα 
GERRY'S RG12 LARGE FRESH GRADE AA EGGS"
3202,week_34_page_2,"LARCAN$399 
SAVE $1.40 
Pete & Gerry's 
Organic Free 
Range Large 
Brown Eggs 
1 Dozen 
These free-range eggs are 
produced on the first ever 
Certified Humane egg farm 
in the country.PETE And 
GERRY'SFREE RANGE
NO PESTICIDES 
NO ADDED HORMONES 
NO ANTIBIOTICS 
NO GMOs
Small Family Farms 
HEALTH GROWS HERE2/$7SAVE $1.98 on 2 
Greek Gods 
Greek Yogurt 
24 oz., Select Varieties 
A smooth, creamy delicacy rich 
in taste and made with fresh 
pasteurized milk and cream.FREE USOA 
RANGE GANTS"
3203,week_34_page_2,"32 FL. 02. (101) 946 ml.USDA 
ORDINE"
3204,week_34_page_2,Ich
3205,week_34_page_2,"5/$5SAVE $1.25 on 5 
Stonyfield 
Organic Yogurt 
5.3-6 oz., Select Varieties 
Delicious, and made with certified 
organic ingredients, without the 
use of artificial hormones, 
pesticides, and GMOs.$1499 
SAVE $3 
Farm to Table 
Pinot Noir &
FARMØTABLE FARMUSTABLE 
Chardonnay 
750 mL., All Varieties 
Food friendly wines with bright 
acidity, no or very low residual 
sugar, and only natural flavors. 
$13.99, Save $4 in IN; $15.99, Save $3 in OHINGREDIENTS$899SAVE $1 
Earth Fare 
Frozen Berries 
48 oz., Select Varieties 
Nutrient-rich and 
perfect in smoothies!"
3206,week_34_page_2,"2/$6SAVE $1.58 on 2 
Kettle Chip Co. 
Potato Chips 
8.5 oz., Select Varieties 
Crafted for authentic taste 
experiences using only the most 
natural, real food ingredients, the 
finest potatoes, best oils, and 
craft cooking methods."
3207,week_34_page_2,"Raspbel. 
LOWFAT 
SMOOTH & CREAMY Vitamin DatetNONORGANIC 
Stonyfield 
ORGANICUOL (150gNON-GMO"
3208,week_34_page_2,"-BRAND 
POTATO CHIPSsharing sizeSEA SALTgreat taste...naturallynet weight 8.5 oz (241g)$1599 
SAVE $1 
Lagunitas 
Sumpin' Easy 
12 Pack Cans 
A hop-forward beer with a 
moderate voice. Pale, cold, 
and slightly bitter. 
$16.99 Save $1 in SC & GA; $16.99 Everyday Low Price in OH; 
$17.99 Save $1 in TN, FL, & VACON EARTH FARE BRAND.......Great time for 
a Smaathie?$449INNO-LOK Resdubla PedageSTRAWBERRIESSAVE 50¢ 
Earth Fare 
Multigrain Cereals 
10.6 oz., Select Varieties 
A breakfast or late night snack 
favorite, the wholesome grains 
in these cereals will keep you 
full and energized.Gently toasted 
rice and corn flakes 
with added proteinNETITIFNON-GMO"
3209,week_34_page_2,KET ENON-GMO
3210,week_34_page_2,THEak aprobiotic
3211,week_34_page_2,"GRssTRADITIONAL
PLAINBUNFK YOGSTYLE"
3212,week_34_page_2,VERIFIEDGMO
3213,week_34_page_2,16
3214,week_34_page_2,GRASS FEDNew Zealand
3215,week_34_page_2,"CHEDDAR CHEESE 
A 12 MONIN BED CODER WITH A SHARP
RAVOR AND FOR TEXTURE 
DELETINES AT ONTLEBUCSADES
WEMA SEMAINLAND"
3216,week_34_page_2,"LAGUNITAS 
Sumpin' Easy LAGUNITAS"
3217,week_34_page_2,Sumpin' Easy
3218,week_34_page_2,"MADE WITH$799/lb.
GRASS 
SAVE $2/lb.
FED 
Mainland 
New Zealand 
Sharp Cheddar 
With an ideal climate for year-round 
grazing, herds of New Zealand cattle enjoy a 
free range, grass-fed diet. Their milk produces this creamy, 
salty-sharp Cheddar, perfect for any recipe or occasion."
3219,week_34_page_2,"ALEA TWELVER OF 12-OZ SUMPIN' EASY'STHE LAGUNITAS BREWING COMPANY 
PETALUMA, CALIF & CHICAGO, ILL"
3220,week_34_page_2,-fowles wheVICTORIA IMRE OF AUSTRALIAPINOT NOIR
3221,week_34_page_2,-fowies wineVICTORIA WISE OF AUSTRALIACHARDONNAY
3222,week_34_page_2,"EARTH 
FAREO 
DUPLEX 
CREMECOOKIES$349 
SAVE 50¢ 
Earth Fare 
Crème Cookies 
20 oz., Select Varieties 
Free of artificial sweeteners, 
preservatives, colors, and flavors 
for a treat you can feel good about.Silk o Neur 
Best Friend!"
3223,week_34_page_2,WHOLE
3224,week_34_page_2,"EARTH 
FAREO6000 
SOURCE OF 
PROTEINProtein FlakesGluten FreeNON"
3225,week_34_page_2,MULTI-GRAINGMO
3226,week_34_page_2,"- Added hormones 
- High fructose corn syrup 
- Bleached or bromated flourOUR1. WE PLEDGE OUR FOOD IS FREE OF:• Antibiotics
Artificial sweeteners 
- Artificial colors or flavorsPHILOSOPHY• Artificial fats and trans-fats
Artificial preservatives"
3227,week_34_page_3,"Italian 
Baguette 
From the Deli 
12 oz. 
Piled high with nitrate and nitrate free meats and 
rBST-free cheese, this classic is served on one of 
our in-house organic baguettes. 
Buy 9 Sandwiches, get the 10th FREE 
with the Healthy Rewards"" App.$499 
SAVE $1Sales Valid Wed. February 21 - Tues. February 27 EARTH FARE *$699/1b. 
SAVE $2/lb. 
Italian Tomato 
& Caper Orzo 
From the Deli 
Delicious orzo, roasted tomatoes, 
and capers blended with a lovely 
garlic Italian vinaigrette."
3228,week_34_page_3,"2/$7SAVE $1.98 on 2 
Tribe 
Hummus 
10 oz., All Varieties 
Made with real ingredients like 
chickpeas, garlic, tahini, and spices, 
Tribe leaves out the artificial preservatives 
for nothing but goodness."
3229,week_34_page_3,NON-GMO
3230,week_34_page_3,NEW
3231,week_34_page_3,FRESH
3232,week_34_page_3,The
3233,week_34_page_3,"RANCH 
HUMMUS 
FLAVORED WITH THE 
LAILSAL FLAVORS 
NO ARTIFICIAL 
PRESERVATIVES
HET NT 10022854SHARETribeGLUTEN 
FREEVEGAN"
3234,week_34_page_3,"Real 
TASTENOGOTTFSISTE"
3235,week_34_page_3,"MADE 
IN HOUSE"
3236,week_34_page_3,"$999/lb.SAVE $2/lb. 
Dietz & Watson 
Originals 
Oven Roasted 
Turkey 
From the Deli 
Sliced to order from the Deli. 
Free of Added Nitrates and Nitrites, 
Humanely Raised, Never Administered 
Antibiotics or Growth Hormones.$499/Pack 
SAVE $2/Pack 
4-Pack 
Croissants 
From the Bakery 
Select Varieties 
Baked fresh in-house, our flaky, real butter 
pastry have no artificial preservatives. 
Discount Taken at Register"
3237,week_34_page_3,"$3997 oz.SAVE $1 
Greek Salad 
From the DeliFresh spring mix and 
vegetables topped with 
kalamata olives, rBST free 
feta cheese and peppadew 
peppers. Served with a light 
vinaigrette from Cindy's Kitchen."
3238,week_34_page_3,"MADE 
IN HOUSE"
3239,week_34_page_3,"GRENOUVE OILDIAMADE 
IN HOUSE"
3240,week_34_page_3,"ORIGINALSDAS 
TRADITIONAL
FAMILY RECIPES 
OVEN ROASTED 
TURKEY BREAST
NO NITRATES OR NITRITES ADDED** 
NO ANTIBIOTICS
HUMANELY 
EVER
RAISEDBaliudNATURAL *11939"
3241,week_34_page_3,"$499 
SAVE $2 
Quesadillas 
From the Deli 
10 oz., All Varieties 
A favorite grab-and-go 
option, our quesadillas are 
made with antibiotic and 
hormone-free meats and 
all-natural, simple ingredients. 
Vegetarian options available."
3242,week_34_page_3,"20% OFF2/$5Dietary SupplementNONPURITYSAVE 98¢ on 2 
Cake Slices 
From the Bakery 
Select Varieties 
All cookies, muffins, and 
cakes use only cage free 
eggs. We never use artificial 
flavors, colors, sweeteners, or 
preservatives. We never use 
hydrogenated oils.1280 mg Omega-3 
High-intensity omega-3 clinically shown
to support a healthy heartNordic Naturals 
Ultimate Omega 
Select Sizes & Varieties 
Ultimate Omega® offers concentrated 
levels of omega-3 for high-intensity 
essential fatty acid support. Ultimate 
Omega helps optimize immune 
function, supports brain health, and 
has been clinically shown to 
support a healthy heart.1000 mg Soft Gels I 120 CountULTIMATE 
OMEGASuperior Triglyceride bom"
3243,week_34_page_3,FRESH
3244,week_34_page_3,"100% 
CLEAN"
3245,week_34_page_3,FRESH
3246,week_34_page_3,"$599/Pack 
SAVE $1/Pack 
4-Pack Muffins 
From the Bakery 
Select Varieties 
We bake our muffins fresh in-house, 
using cage-free eggs. No artificial flavors, 
colors, sweeteners, or preservatives. We 
never use hydrogenated oils. 
Discount Taken at Register"
3247,week_34_page_3,"20% OFFMineral Fusion 
Makeup 
All Sizes & Varieties 
Always free of gluten, parabens, 
talc, artificial colors, synthetic 
fragrances, SLS, and phthalates. 
HEALTHY REWARDS 
OFFER WITH CARD 
RECEIVE AN 
EXTRA 5% OFF 
Discount Taken at RegisterCARTH FAREHEALTHY 
REWARDS"
3248,week_34_page_3,NON-GMO
3249,week_34_page_3,"GLUTEN 
FREE"
3250,week_34_page_3,"NATURALSloNORDIC 
Healthy Heart 
Brain Health 
Optimal WellnessNON-GMO"
3251,week_34_page_3,"LOOK!20% OFF 
Super Nutrition 
Simply One 
30 Caps, All Varieties 
Comprehensive, antioxidant-rich full 
potency multivitamins that include 
formulas to support energy, immunity, 
strong bones, and a healthy heart. 
HEALTHY REWARDS 
OFFER WITH CARDSuper 
NutritioN
SINCE 1977RECEIVE AN EXTRA 5% OFFSimplyOne
GLUTEN
FREE 
Women"
3252,week_34_page_3,"MINERAL FUSION
minerals on a missionCRUELTY
FREE"
3253,week_34_page_3,"NON-OMOWHOLE 
FOOD 
BLENDTriple Power Multivitamins 
KE ALL DAY ENERGY. GET HEALTHIER FEEL BETTEA DIETARY SUPPLEMENTGLUTEN 
FREEFREE . IRON FREE. IRON90 TABLETS"
3254,week_34_page_3,GMO
3255,week_34_page_3,Discount Taken at Register
3256,week_34_page_3,"App StoreGET IT ON 
Google PlayDownload on the"
3257,week_34_page_3,"JOIN HEALTHY REWARDS™ IT'S FREE & EASY!
Join in-store and download our App for more exclusive deals."
3258,week_34_page_4,EARTH FARE
3259,week_34_page_4,Sales Valid Wed. February 21 - Tues. February 27
3260,week_34_page_4,"Easy to peel, enormously 
sweet taste, seedless, & juicy 
without being messy.$379/lb. 
Sumo Mandarins"
3261,week_34_page_4,"SAVE 50¢/lb. 
Organic 
Honeycrisp 
Apples 
Exceptionally crisp and flavorful, 
also great for cooking and ciders.NON-GMO$399/lb.MORE ORGANIC PRODUCE THAN ANYONE ELSE2/$4SAVE up to 
$1.98 on 2 
Organic 
Red & Yellow 
Bell Peppers 
Bell peppers are filled with fiber, 
antioxidants and vitamin C. Perfect on a 
salad or paired with your favorite dip! 
$1 99/1b. 
SAVE 70c/lb. 
Organic 
Garnet, Jewel, 
& Covington 
Sweet Potatoes 
A tasty way to get essentials like 
vitamins A and C, manganese, copper, 
potassium, and dietary fiber."
3262,week_34_page_4,QUMD
3263,week_34_page_4,"CITRUSLIMITED
TIME 
ONLY"
3264,week_34_page_4,ORGANIC
3265,week_34_page_4,ORGANIC
3266,week_34_page_4,NON-GMO
3267,week_34_page_4,NON-GMO
3268,week_34_page_4,"$299/lb.SAVE $2/lb. 
Asparagus 
One of the most nutritionally 
well-balanced vegetables, 
asparagus is high in folic 
acid and is a good source of 
potassium, fiber and 
vitamins A, B6, and C."
3269,week_34_page_4,ORGANIC
3270,week_34_page_4,ORGANIC
3271,week_34_page_4,"High in Vitamin C, add to 
water for natural flavor.$599/Bag 
SAVE $1/Bag 
2 lb. Bag 
Organic 
Lemons"
3272,week_34_page_4,NON-GMO
3273,week_34_page_4,"$999/lb. llcSAVE $4/1b. 
Wild Caught Fresh 
Key West Florida. 
Pink Shrimp 
21-30 Count 
No Water Additives or 
Preservatives, 100% Traceable 
and Sustainably Sourced, 
Caught with Turtle-Safe Nets"
3274,week_34_page_4,"$1 OFFEarth Fare 
Lunch Meats 
7 oz., All Varieties 
Nitrate and nitrite-free lunch 
meats are delicious on their 
own or on sandwiches."
3275,week_34_page_4,"Black Forest 
UNCURED HAM SHAREE 
NO NITRATES OR NITRITES ADDED' 
NEI PRESERVED - KEEP REFRIGERATED BELOW AT FAT ALL TIMES
FULLY COOKEDMADE WITHNETT 
70Z (1969)TOIMIINGREDIENTS"
3276,week_34_page_4,"MADE FROM PORK 
LAISED WITROUT THE 
18 
F
EVEL. 
TERALATARIN BEHeart 
HealthyEARTH 
FARE"
3277,week_34_page_4,FRESH
3278,week_34_page_4,"$499/1b. 
SAVE $2.50/lb. 
Fresh 
Boneless 
Pork ChopsNever Administered Antibiotics 
or Growth Hormones, 100% 
Vegetarian Diet, Never Fed 
Ractopamine, Never Raised in 
Gestation Crates"
3279,week_34_page_4,LITTERE = EASY OVEN - RESEALABIE KEEP FRESHE TOF
3280,week_34_page_4,"$1199/lb.SAVE $5/lb. 
USDA Choice or Better 
NY Strip Steak 
Never Administered Antibiotics 
or Growth Hormones, 100% 
Vegetarian Diet, 3rd Party Certified 
Humanely Handled, Genetically 
Certified Angus, Traceable 
from Farm to Fork"
3281,week_34_page_4,"USDA 
CHOICE"
3282,week_34_page_4,"4/$10SAVE $5.96 on 4 
Maryland 
Crab Cakes 
3 oz. 
No Preservatives, Chef Inspired, 
Hand Scooped, Real North 
American Blue Crab Meat, 
Earth Fare Exclusive Recipe"
3283,week_34_page_4,"2/$106 oz.SAVE $3.98 on 2 
Fresh 
Scottish 
Bourbon Salmon"
3284,week_34_page_4,FRESH
3285,week_34_page_4,NATURAL FC
3286,week_34_page_4,"Never Administered Antibiotics or Growth Hormones, 
No Synthetic Coloring, All Earth Fare Salmon is non-GMO, 
Product of Great Britain, 100% Traceable and Sustainably SourcedNON-GMO"
3287,week_34_page_4,"FOODSHUMANELY HANDLED 
INDEPENDENTLY VERIFIED
Robert E. MezeeMEYER NE"
3288,week_34_page_4,"While supplies last. Offers may vary by store. Subject to change without notice. Statements have not been evaluated by the Food and Drug 
Administration. Products are not intended to diagnose, treat, cure or prevent any disease. EARTH FARE and the tomato logo. Reg. U.S. Pat. & Tm. Off.TO FIND THE STORE NEAREST YOU, VISIT EARTHFARE.COMThe paper in this insert was provided through
a PEFC Certified Paper Manufacturer. 
For more information go to www.pefc.org."
3289,week_35_page_1,"HEALTHY REWARDS MEMBER EXCLUSIVE25% OFF ANY ONE ITEM
IN YOUR BASKETEARTH FAREⓇ"
3290,week_35_page_1,"WE LONGEEARTH 
FAREO- WITH –2/$6SAVE up to 
$3.98 on 2 
Strawberries 
1 lb. 
Eat them plain or use for 
baking and smoothies, these 
nutrient-rich berries make it 
easy to incorporate healthy 
into your everyday diet.25% OFFSales Valid Wed. February 28 - Tues. March 6$499/lb. 
EVERYDAY 
LOW PRICE 
Grass Fed 
Ground Round 
or Sirloin 
Never Administered Antibiotics 
or Growth Hormones, Raised on 
100% non-GMO Grass Pastures, 
High in Omega-3s and 
Conjugated Linoleic AcidSolaray 
BRAND WIDE SALE 
All Sizes & Varieties 
A pioneer in formulating blended herbal 
products, Solaray offers fast-dissolving 
formulas in nutritional supplements, 
herbal products, vitamins, and minerals."
3291,week_35_page_1,"Valid 2/28/18-3/6/18 
The “25% Off Offer” coupon is valid for 25% off the most expensive item in your basket. 
Offer is valid at all Earth Fare locations. Coupon only valid from February 28, 2018 - March 
6, 2018. Offer is valid for Healthy Rewards customers only and is not transferable. Limit 
one offer per customer. Healthy Rewards card or ID and coupon must be provided in order 
to receive discount. Discount not valid on beer, wine or gift cards. Not valid with team 
member discount. No cash value. Subject to change without notice."
3292,week_35_page_1,EST 1975
3293,week_35_page_1,"BUY ONE, GET ONEFREESAVE $4.99 on 2 
Organic 
Blueberries 
Half Pint 
A good source of Vitamin C, fiber, 
and antioxidants, with fewer than 
100 calories per cup."
3294,week_35_page_1,GET ONE FREEBOGOBUY ONE
3295,week_35_page_1,"$9/lb. 
SAVE $1.59/Ib."
3296,week_35_page_1,FRESH
3297,week_35_page_1,"GRASS 
FED"
3298,week_35_page_1,cicannanes
3299,week_35_page_1,"Fresh 
Whole 
Chickens 
From the 
Meat Department 
Never Administered Antibiotics or Growth Hormones, 
Fed a 100% Vegetarian Diet, 3rd Party Humanely 
Raised. Perfect roasted, baked, or smoked!AmericaSPRINGERERFIED"
3300,week_35_page_1,ORGANIC
3301,week_35_page_1,NON-GMO
3302,week_35_page_1,Mountain Farms
3303,week_35_page_1,NON-GMO
3304,week_35_page_1,"$1299/lb.SAVE $6/lb. 
Grass Fed 
Filet Mignon 
Never Administered Antibiotics 
or Growth Hormones, Raised on 
100% non-GMO Grass Pastures,. 
High in Omega-3s and 
Conjugated Linoleic Acid 
$11.99/lb. Whole Tenderloins."
3305,week_35_page_1,"GRASS 
FED"
3306,week_35_page_1,"$999/1b. 
SAVE $5/lb. 
Wild Caught"
3307,week_35_page_1,NON-GMO
3308,week_35_page_1,NON-GMO
3309,week_35_page_1,"ALASKWild, Natural & Sustainable"
3310,week_35_page_1,"$299/Ib. 
SAVE $2/lb. 
AsparagusSockeye 
Salmon Fillet 
100% Traceable and 
Sustainably Sourced All Earth Fare Salmon 
is non-GMO, Superior Flavor, Great Source 
of Omega-3 Fatty Acids, Product of the USA 
(Alaska), Frozen at Sea"
3311,week_35_page_1,"$379/Ib.Sumo Mandarins 
Easy to peel, enormously 
sweet taste, seedless, & juicy 
without being messy."
3312,week_35_page_1,"DIETARY SUPPLEMENTmycrobiome 
probioticWOMEN'S FORMULASOLARAYShield5024 Strains + Prebiotic Inulin 
Vegan. Non-GMO.Gluten/Soy Free1230 Enteric VegCaps - Once Dailywerede"
3313,week_35_page_1,SUMO
3314,week_35_page_1,"CITRUSLIMITED
TIME 
ONLY"
3315,week_35_page_1,"EntericBILLION 
Live CulturesA."
3316,week_35_page_1,"One of the most nutritionally 
well-balanced vegetables, 
asparagus is high in folic 
acid and is a good source of 
potassium, fiber and 
vitamins A, B6, and C."
3317,week_35_page_1,SIGN UP FOR EMAIL DEALS & MORE AT EARTHFARE.COM
3318,week_35_page_2,EARTH FARE
3319,week_35_page_2,"SAVE $1.98 on 2 
Kevita 
Organic Kombucha 
15.2 oz., Select Varieties 
KeVita Probiotic Drinks are light and 
refreshing with a delicious fruit taste. 
Fermented with water kefir culture, 
every bottle has 4 strains of live 
probiotics and 4 billion CFUs.LIVE 
PROBIOTICLAVENDER
MELON 
1522 450 mL2/$5KEVITA 
MASTER BREW 
KOMBUCHANATURALLY 
ENERGIZINGUSDAONGARES2/$5SAVE 98¢ on 2 
Earth Fare 
Potato Chips 
10 oz., Select Varieties 
Made with sunflower oil 
and sea salt, don't miss 
this Clean version of a 
classic snack.CON EARTH FARE BRAND$449 
SAVE 50¢ 
Earth Fare 
Organic Rice 
32 oz., Select Varieties 
A pantry staple, rice 
complements any dish while 
being naturally gluten-free.Sales Valid Wed. February 28 - Tues. March 610/$10SAVE $1.90 on 10 
Brown Cow 
Cream Top Yogurt 
5.3 oz., Select Varieties 
Made with four live active cultures 
to promote good digestion, and 
create a mild flavor and creamy 
texture. Free of Artificial 
Growth Hormones.2/$7LONG GRAINSAVE $2.98 on 2 
Traditional Medicinals 
Herbal Tea 
16 Count, Select Varieties 
Whether you need a little extra 
support or you're looking for a 
soothing and delicious naturally 
caffeine free tea, these herbal teas 
range from the mintiest peppermint 
to the zestiest ginger. You'll be sure 
to find a favorite!EARTH 
FARE 
O, qanicORGANIC"
3320,week_35_page_2,"2/$5$999SAVE $2.98 on 2 
Hydrate 
High HP 
Alkaline 
lonized Water 
1 Gallon 
Hydrate your life with this 
delicious, high pH, alkaline, 
ionized spring water. No 
chemicals or buffers added.SAVE $4 
Justin's Nut Butter 
Almond Butter 
16 oz., Select Varieties 
Made with the common 
sense that cooking in small 
batches ensures higher 
quality and that selectively 
choosing fine, naturally 
delicious ingredients creates 
better tasting products."
3321,week_35_page_2,SINCETurmericNEWteasRADherbalNACreated byorganicHerbalistsNON-GMO
3322,week_35_page_2,ORGANIC
3323,week_35_page_2,1974ORGANIC
3324,week_35_page_2,"ENERGIZE I DETOXIFY 
ALKALINE IONIZED WATER 
NATURAL ENERGY DRINK 
HYDRATES 6 TIMES FASTER"
3325,week_35_page_2,"HydrateMade with a 
No bullet chemicals 
Tastaturale cuBOTTLED AT THESE 
ISTOC SPRINGS BOTTLING 
D
IN 11 GAL (3.78)Heph 94"
3326,week_35_page_2,"Ncrurally Caffeine Free Herbal Teawith Meadowsweet & Gingerv GMO 
VERIFIED16 Wrapped Tea Bad 
Herbal Supplement 
NET WT:1.130Z (820USDA 
ORGANIC"
3327,week_35_page_2,"2/$8SAVE $2.18 on 2 
Amy's 
Frozen Entrées 
9-10.5 oz., Select Varieties 
Non-GMO, Kosher Certified, fresh 
veggies & dairy from hormone 
free cows. Whatever your 
dietary preference, Amy's 
has you covered!MADE WITH"
3328,week_35_page_2,Am
3329,week_35_page_2,"CLASSIC 
ALMONDJustin's"
3330,week_35_page_2,"ORGANIC
POWI 
NEW!
BROWN RICE 
BLACK-EYED PEAS & VEGGIES"
3331,week_35_page_2,"WHOLE MILK YOGURTNON 
GMOCREAM TOP"
3332,week_35_page_2,"CHERRY VANILLAProiect 
RIFIED 
TotBROWN COW5302 (149"
3333,week_35_page_2,"naturally delicious
NET WT 16 OZ 0 LE) (4549)"
3334,week_35_page_2,MICROWAVE ORNON-GMO KOSHER
3335,week_35_page_2,INGREDIENTS
3336,week_35_page_2,"GLUTEN FREE & WHEAT FREE 119 WHOLE GRAIN20% OFF 
EnviroKidz 
Cereal 
10-14 oz. Boxes, Select Varieties 
Help make a positive connect between 
children and endangered species, with 
1% of all proceeds going to animal 
conservation groups.ENVIROKIDZ 
PEANUT BUTTER & CHOCOLATE 
LEAPIN'LEMURS"
3337,week_35_page_2,"$449SAVE 50¢ 
Earth Fare 
Organic Gravenstein 
Apple Juice"
3338,week_35_page_2,fer og serving
3339,week_35_page_2,ORGANIC
3340,week_35_page_2,EARTH
3341,week_35_page_2,"Organic 
GRAVENSTEIN
APPLE JUICEFAREO"
3342,week_35_page_2,"WHITE RICE
GLUTEN 
FREENERE 
203"
3343,week_35_page_2,"32 oz.Made from fresh pressed American 
apples, this unfiltered, 100% apple 
juice is a seasonal refreshment.$899 
SAVE $2 
Earth Fare 
Organic Coconut Oil 
From the Grocery Department 
22.82 oz., Select Varieties 
Coconut oil derived from fresh mature 
coconuts. Processed with mild heat and 
no chemical refining or bleaching, 
preserving the natural properties of the oil.EARTH 
FARE 
Organic
VIRGIN 
COCONUT OIL"
3344,week_35_page_2,Coreal-Net WI. 10 sx (2849)
3345,week_35_page_2,"2/$5SAVE $2.98 on 2 
Blue Sky 
Natural Cola 
6 Pack, Select Varieties 
Naturally flavored and always 
free of caffeine."
3346,week_35_page_2,ORGANIC
3347,week_35_page_2,AJUGAR
3348,week_35_page_2,CONE SUOMA
3349,week_35_page_2,"SDLCOLAIT:SANE SURSODASAE SUGAR 
COLA"
3350,week_35_page_2,"EARTH 
FAREO"
3351,week_35_page_2,SALTEDPotato ChipsFART: NEW
3352,week_35_page_2,"SON LE SUGAR
OLALSON"
3353,week_35_page_2,SUCARCANE SUGARSODK111ODA
3354,week_35_page_2,Potato Chips
3355,week_35_page_2,1600BING
3356,week_35_page_2,"with Salt 
ETT 100"
3357,week_35_page_2,OUR
3358,week_35_page_2,Pood WE PLEDGE OUR FOOD IS FREE OF:
3359,week_35_page_2,"- Added hormones 
- High fructose corn syrup 
- Bleached or bromated flour• Antibiotics
Artificial sweeteners 
- Artificial colors or flavors• Artificial fats and trans-fats
Artificial preservatives"
3360,week_35_page_2,PHILOSOPHY
3361,week_35_page_3,"Sales Valid Wed. February 28 - Tues. March 6 EARTH FARE *$999/1b. 
SAVE $2/1b. 
Vegan Mock 
Chicken Salad 
From the Deli 
Select Varieties 
Made fresh in-house using our 
signature recipe with non-GMO 
soy nuggets.$399"
3362,week_35_page_3,"MADE 
IN HOUSE"
3363,week_35_page_3,"MADE 
IN HOUSE"
3364,week_35_page_3,"$1 OFF 
Snackables 
& Samplers 
From the Deli 
12 oz., All Varieties 
Packaged daily in-house with 
fresh ingredients for healthy, 
on-the-go convenience."
3365,week_35_page_3,icanumans
3366,week_35_page_3,AmeriFIED
3367,week_35_page_3,VEGAN
3368,week_35_page_3,"$499/Pack 
SAVE $1/Pack 
8-Pack Mini 
Croissants 
From the Bakery 
All Varieties 
Baked fresh in-house, our buttery croissants 
have no artificial preservatives. Made with real 
butter. Traditional, flaky pastry. 
Discount Taken at Register$999MADE 
SAVE $1
IN HOUSE 
Grilled Chicken 
Caesar Salad 
From the Deli 
7 oz. 
This signature salad is a 
customer favorite! Delicious 
Caesar dressing free of artificial 
ingredients, paired with savory humane certified chicken that 
was never administered antibiotics or growth hormones."
3369,week_35_page_3,"$399SAVE $1 
Build Your 
Own Juice 
From the Juice Bar 
12 oz. 
Choose your favorite juice base, 
produce, and superfood additions 
to create a juice all your own."
3370,week_35_page_3,ORGANIC
3371,week_35_page_3,"can HMADE 
IN HOUSEallee"
3372,week_35_page_3,FRESH
