,flyer_name,text
3374,week_35_page_1,"$9/lb. 
SAVE $1.59/Ib."
3375,week_35_page_1,"- WITH –WE LONGESales Valid Wed. February 28 - Tues. March 6EARTH 
FAREO"
3376,week_35_page_1,EST 1975
3377,week_35_page_1,"EARTH FAREⓇValid 2/28/18-3/6/18 
The “25% Off Offer” coupon is valid for 25% off the most expensive item in your basket. 
Offer is valid at all Earth Fare locations. Coupon only valid from February 28, 2018 - March 
6, 2018. Offer is valid for Healthy Rewards customers only and is not transferable. Limit 
one offer per customer. Healthy Rewards card or ID and coupon must be provided in order 
to receive discount. Discount not valid on beer, wine or gift cards. Not valid with team 
member discount. No cash value. Subject to change without notice."
3378,week_35_page_1,"25% OFF ANY ONE ITEM
IN YOUR BASKETHEALTHY REWARDS MEMBER EXCLUSIVE"
3379,week_35_page_2,PHILOSOPHY
3380,week_35_page_2,"• Artificial fats and trans-fats
Artificial preservatives• Antibiotics
Artificial sweeteners 
- Artificial colors or flavors- Added hormones 
- High fructose corn syrup 
- Bleached or bromated flour"
3381,week_35_page_2,Pood WE PLEDGE OUR FOOD IS FREE OF:
3382,week_35_page_2,OUR
3383,week_35_page_2,BING1600
3384,week_35_page_2,"with Salt 
ETT 100"
3385,week_35_page_2,Potato Chips
3386,week_35_page_2,"COLASODASODK111IT:E SUGAR 
COLASASON LE SUGAR
OLAAJUGARLSONSUCARSAVE $2.98 on 2 
Blue Sky 
Natural Cola 
6 Pack, Select Varieties 
Naturally flavored and always 
free of caffeine.SANE SUR2/$5"
3387,week_35_page_2,CANE SUGARODASDL
3388,week_35_page_2,SALTEDFART: NEWPotato Chips
3389,week_35_page_2,"SAVE 98¢ on 2 
Earth Fare 
Potato Chips 
10 oz., Select Varieties 
Made with sunflower oil 
and sea salt, don't miss 
this Clean version of a 
classic snack.2/$7$449 
SAVE 50¢ 
Earth Fare 
Organic Rice 
32 oz., Select Varieties 
A pantry staple, rice 
complements any dish while 
being naturally gluten-free.2/$5SAVE $1.90 on 10 
Brown Cow 
Cream Top Yogurt 
5.3 oz., Select Varieties 
Made with four live active cultures 
to promote good digestion, and 
create a mild flavor and creamy 
texture. Free of Artificial 
Growth Hormones.10/$10ORGANIC
POWI 
NEW!
BROWN RICE 
BLACK-EYED PEAS & VEGGIESSales Valid Wed. February 28 - Tues. March 6SAVE $1.98 on 2 
Kevita 
Organic Kombucha 
15.2 oz., Select Varieties 
KeVita Probiotic Drinks are light and 
refreshing with a delicious fruit taste. 
Fermented with water kefir culture, 
every bottle has 4 strains of live 
probiotics and 4 billion CFUs.CON EARTH FARE BRANDSAVE $2.18 on 2 
Amy's 
Frozen Entrées 
9-10.5 oz., Select Varieties 
Non-GMO, Kosher Certified, fresh 
veggies & dairy from hormone 
free cows. Whatever your 
dietary preference, Amy's 
has you covered!NON-GMO KOSHER2/$8Proiect 
RIFIED 
TotCHERRY VANILLA5302 (149WHOLE MILK YOGURTCREAM TOPSAVE $2.98 on 2 
Traditional Medicinals 
Herbal Tea 
16 Count, Select Varieties 
Whether you need a little extra 
support or you're looking for a 
soothing and delicious naturally 
caffeine free tea, these herbal teas 
range from the mintiest peppermint 
to the zestiest ginger. You'll be sure 
to find a favorite!16 Wrapped Tea Bad 
Herbal Supplement 
NET WT:1.130Z (820Ncrurally Caffeine Free Herbal Teawith Meadowsweet & GingerNON-GMOv GMO 
VERIFIEDUSDA 
ORGANICorganicCreated bySINCEherbalteasNARAD1974NEWHerbalistsORGANICMICROWAVE OR2/$5"
3390,week_35_page_2,"EARTH 
FARE 
Organic
VIRGIN 
COCONUT OIL$899 
SAVE $2 
Earth Fare 
Organic Coconut Oil 
From the Grocery Department 
22.82 oz., Select Varieties 
Coconut oil derived from fresh mature 
coconuts. Processed with mild heat and 
no chemical refining or bleaching, 
preserving the natural properties of the oil.Made from fresh pressed American 
apples, this unfiltered, 100% apple 
juice is a seasonal refreshment.ORGANIC32 oz."
3391,week_35_page_2,"EARTH 
FAREO"
3392,week_35_page_2,CONE SUOMA
3393,week_35_page_2,Coreal-Net WI. 10 sx (2849)
3394,week_35_page_2,"NERE 
203WHITE RICE
GLUTEN 
FREEORGANICEARTH 
FARE 
O, qanic"
3395,week_35_page_2,"FAREOOrganic 
GRAVENSTEIN
APPLE JUICE"
3396,week_35_page_2,EARTH
3397,week_35_page_2,"SAVE 50¢ 
Earth Fare 
Organic Gravenstein 
Apple Juice$449"
3398,week_35_page_2,LONG GRAIN
3399,week_35_page_2,ORGANIC
3400,week_35_page_2,"GLUTEN FREE & WHEAT FREE 119 WHOLE GRAINENVIROKIDZ 
PEANUT BUTTER & CHOCOLATE 
LEAPIN'LEMURS20% OFF 
EnviroKidz 
Cereal 
10-14 oz. Boxes, Select Varieties 
Help make a positive connect between 
children and endangered species, with 
1% of all proceeds going to animal 
conservation groups."
3401,week_35_page_2,fer og serving
3402,week_35_page_2,INGREDIENTS
3403,week_35_page_2,MADE WITH
3404,week_35_page_2,"naturally delicious
NET WT 16 OZ 0 LE) (4549)"
3405,week_35_page_2,"BROWN COWNON 
GMO"
3406,week_35_page_2,"SAVE $2.98 on 2 
Hydrate 
High HP 
Alkaline 
lonized Water 
1 Gallon 
Hydrate your life with this 
delicious, high pH, alkaline, 
ionized spring water. No 
chemicals or buffers added.2/$5SAVE $4 
Justin's Nut Butter 
Almond Butter 
16 oz., Select Varieties 
Made with the common 
sense that cooking in small 
batches ensures higher 
quality and that selectively 
choosing fine, naturally 
delicious ingredients creates 
better tasting products.$999"
3407,week_35_page_2,"Justin'sCLASSIC 
ALMOND"
3408,week_35_page_2,Am
3409,week_35_page_2,"ONGARESKEVITA 
MASTER BREW 
KOMBUCHANATURALLY 
ENERGIZINGUSDALAVENDER
MELON 
1522 450 mLLIVE 
PROBIOTIC"
3410,week_35_page_2,"1 GAL (3.78)Made with a 
No bullet chemicals 
Tastaturale cuHeph 94HydrateBOTTLED AT THESE 
ISTOC SPRINGS BOTTLING 
D
IN 1"
3411,week_35_page_2,Turmeric
3412,week_35_page_2,"ENERGIZE I DETOXIFY 
ALKALINE IONIZED WATER 
NATURAL ENERGY DRINK 
HYDRATES 6 TIMES FASTER"
3413,week_35_page_2,ORGANIC
3414,week_35_page_2,EARTH FARE
3415,week_35_page_3,"App StoreDownload on theGET IT ON 
Google Play"
3416,week_35_page_3,"JOIN HEALTHY REWARDS“ IT'S FREE & EASY!
Join in-store and download our App for more exclusive deals."
3417,week_35_page_3,"HEALTHY 
REWARDSGARTH FARE"
3418,week_35_page_3,"vibrant shine 
CONDITIONER 
REVITALISANTMINERAL FUSIONEvibrant shine
SHAMPOO 
SHAMPOOING
FOR ALL MAN TIRES 
FOAM TOULEB TYPEN OKCRUELTY
FREEMaximizes shine
Hydrates 
Enhances lusterMaximus 
Gints 
EnhanceMMaximise la blanc
Fitrato 
Rehausse l'éclat100W. VEGETALENDON VEGANelance 
Nettiklen douceur 
Rehouse/850 e0 40 TTHTN VNe250250 mL/8.51$499/Pack 
SAVE $1/Pack 
8-Pack Mini 
Croissants 
From the Bakery 
All Varieties 
Baked fresh in-house, our buttery croissants 
have no artificial preservatives. Made with real 
butter. Traditional, flaky pastry. 
Discount Taken at RegisterRECEIVE AN EXTRA 5% OFFMineral Fusion 
Lotion & 
Hair Care 
All Sizes & Varieties 
Always free of gluten, 
parabens, talc, artificial 
colors, synthetic fragrances, 
SLS, and phthalates.20% OFFDiscount Taken at RegisterSAVE $1 
Sierra Nevada 
Pale Ale
RRA NEVADA 
6 Pack, All Varieties 
Sierra Nevada started small, 
with a homebrew shop, a love 
of American hops, and plenty 
of passion. Pale Ale has unique 
piney and grapefruit aromas from the use of whole-cone American 
hops which have fascinated beer drinkers for decades. 
$8.99, Everyday Low Price in MI. 
$9.99, Everyday Low Price in OH. 
$9.49, Save 50¢ in VA.FinestHEALTHY REWARDS 
OFFER WITH CARDAND SIERRA NEVADAMADE 
SAVE $1
IN HOUSE 
Grilled Chicken 
Caesar Salad 
From the Deli 
7 oz. 
This signature salad is a 
customer favorite! Delicious 
Caesar dressing free of artificial 
ingredients, paired with savory humane certified chicken that 
was never administered antibiotics or growth hormones.MINERAL FUS$999"
3419,week_35_page_3,"BEL ARBOR
Chardonnay"
3420,week_35_page_3,"BEL ARBOR 
Cabernet Sauvignon"
3421,week_35_page_3,"6 OY 
1170 GJVAL SOAP
0 Butter 
oroyé à la française, 
de karité biologique"
3422,week_35_page_3,"SAVE $1.98 on 2 
Bel Arbor 
Chardonnay 
& Cabernet 
750 mL. All Varieties 
Blended from grapes grown 
throughout California's 
wine-growing region, these are 
the perfect wines to have on 
hand for unexpected guests 
or just for yourself! 
Exclusive to Earth Fare2/$10"
3423,week_35_page_3,COTE D'AZUR
3424,week_35_page_3,"NATURAL BODY CARE20% OFF 
South of France 
Soap & 
Hand Wash 
All Sizes & Varieties 
Made from a traditional 
Marseille recipe, these 
luxuriously lathering soaps are 
enriched with a natural blend of oils. 
HEALTHY REWARDS 
OFFER WITH CARD 
RECEIVE AN EXTRA 5% OFF 
Discount Taken at Register"
3425,week_35_page_3,"MINERALA GLUTEN
FREEFOR ALL KAIN TYPES 
POUR TOILET
Tminerals on a mission"
3426,week_35_page_3,"SOUTHA 
FRANCE"
3427,week_35_page_3,minerals on a miss
3428,week_35_page_3,BREWED & BOTTLED BY SIERRA NEVADA BREWING CO CHICO CA
3429,week_35_page_3,PALE ALESIERRA NEWS6 SIERRAPALE ALE
3430,week_35_page_3,"(9)NECHand$699/lb. 
SAVE $4/lb. 
Curry 
Chicken Salad 
From the Deli 
The distinctive taste of sweet 
curry, blended with raisins and 
cashews. Made Fresh In-House, 
American Humane Certified 
Chicken, Never Administered 
Antibiotics or Growth Hormones.SAVE $2.98 on 2 
Handpicked 
By Earth Fare
Hand 
Organic Dips
BABA GHANOUJ 
From the Deli
INGREDIENTS 
8 oz., All Varieties 
Made from organic and non-GMO ingredients, choose 
from Tzatziki, Kale Dip, and Baba Ghanouj. Try these
ORGANIC 
tasty treats with our Signature Organic Baguette!2/$7"
3431,week_35_page_3,ORGANICPicked
3432,week_35_page_3,"SAVE $1/Pack 
10-Pack 
Mini Cookies 
From the Bakery 
All Varieties 
Fresh Baked In-House with No Artificial 
Sweeteners, Flavors, or Preservatives 
Discount Taken at Register$349/Pack"
3433,week_35_page_3,"PickedBABA GHANOUJMADE WITHROASTAD GGPLANT DIDAvicesTrition
garante tahiniNEW210"
3434,week_35_page_3,"Pirest 
Ingredients"
3435,week_35_page_3,Ouality
3436,week_35_page_3,FRESH
3437,week_35_page_3,"MADE 
IN HOUSEFIEDcan HalleeCER"
3438,week_35_page_3,"MADE 
IN HOUSE"
3439,week_35_page_3,Ameria
3440,week_35_page_3,"SAVE $1 
Build Your 
Own Juice 
From the Juice Bar 
12 oz. 
Choose your favorite juice base, 
produce, and superfood additions 
to create a juice all your own.$399"
3441,week_35_page_3,FRESH
3442,week_35_page_3,ORGANIC
3443,week_35_page_3,FIEDumansAmeri
3444,week_35_page_3,VEGAN
3445,week_35_page_3,ican
3446,week_35_page_3,"$399Sales Valid Wed. February 28 - Tues. March 6 EARTH FARE *$999/1b. 
SAVE $2/1b. 
Vegan Mock 
Chicken Salad 
From the Deli 
Select Varieties 
Made fresh in-house using our 
signature recipe with non-GMO 
soy nuggets."
3447,week_35_page_3,"$1 OFF 
Snackables 
& Samplers 
From the Deli 
12 oz., All Varieties 
Packaged daily in-house with 
fresh ingredients for healthy, 
on-the-go convenience."
3448,week_35_page_3,"MADE 
IN HOUSE"
3449,week_35_page_3,"MADE 
IN HOUSE"
3450,week_35_page_4,"The paper in this insert was provided through
a PEFC Certified Paper Manufacturer. 
For more information go to www.pefc.org.TO FIND THE STORE NEAREST YOU, VISIT EARTHFARE.COM"
3451,week_35_page_4,"While supplies last. Offers may vary by store. Subject to change without notice. Statements have not been evaluated by the Food and Drug 
Administration. Products are not intended to diagnose, treat, cure or prevent any disease. EARTH FARE and the tomato logo. Reg. U.S. Pat. & Tm. Off."
3452,week_35_page_4,NON-GMO
3453,week_35_page_4,"One of the healthiest foods, 
broccoli is a great source of 
vitamins K and C, a good source 
of folate (folic acid), and also 
provides potassium and fiber."
3454,week_35_page_4,NON-GMO
3455,week_35_page_4,"SAVE 98¢ on 2 
Organic 
Celery 
A great antioxidant full of 
vitamin C, beta-carotene, 
and manganese.2/$5"
3456,week_35_page_4,ORGANIC
3457,week_35_page_4,"$249/lb. 
SAVE 50¢/lb. 
Organic Broccoli"
3458,week_35_page_4,"$249/lb. 
SAVE $1.50/lb. 
Red & Green 
Seedless Grapes 
Naturally sweet, these grapes 
are perfect for school lunches."
3459,week_35_page_4,ORGANIC
3460,week_35_page_4,NON-GMO
3461,week_35_page_4,NON-GMO
3462,week_35_page_4,NON-GMO
3463,week_35_page_4,"$499/BagSAVE $2/Bag 
2 lb. Bag 
Organic 
Lemons 
High in Vitamin C, add to 
water for natural flavor."
3464,week_35_page_4,"SAVE 98¢ on 2 
Organic Grape 
Tomatoes 
1 Pint 
Low in calories, yet rich in vitamins 
and minerals-a great way to add 
tasty fiber to your salads.2/$7"
3465,week_35_page_4,"2/$4 
SAVE $1 on 2 
Organic 
Green Kale 
A nutritional Superfood, 
Kale is low in calories, high in 
fiber, iron and vitamins. 
Excludes Lacinato & Red Kale"
3466,week_35_page_4,ORGANIC
3467,week_35_page_4,ORGANIC
3468,week_35_page_4,ORGANIC
3469,week_35_page_4,"manesMADE 
IN HOUSEIFIEDerican"
3470,week_35_page_4,SRTV
3471,week_35_page_4,"USDA$499/lb. (9)SAVE $3/lb. Testut E. Maza 
USDA Choice or Better 
London Broil 
Never Administered 
Antibiotics or Growth 
Hormones, 100% Vegetarian 
Diet, 3rd Party Certified 
Humanely Handled. 
Genetically Certified Angus, 
Traceable from Farm to Fork"
3472,week_35_page_4,"SAVE 98¢ on 2 
Chicken Rollers 
From the Meat Dept. 
7 oz., All Varieties 
Available in 8 savory flavors. Handmade 
in-house with all fresh ingredients. Never 
administered antibiotics or growth hormones. 
American Humane Certified Chicken. 100% 
Vegetarian Diet. No bleached or bromated flour. 
Take and Bake for 375° - Ready in 30 minutes. 
Priced per pound in IN, & Canton, OH.2/$7"
3473,week_35_page_4,"$999/lb. 
SAVE $5/lb. 
Cooked Shrimp 
31-40 Count 
No Water Additives or 
Preservatives, 100% Traceable 
and Sustainably Sourced, Caught 
with Turtle-Safe Nets"
3474,week_35_page_4,"HUMANELY HANDLED
INDEPENDENTLY VERIFIEDTURAL FOMEYER NA"
3475,week_35_page_4,FOODS
3476,week_35_page_4,"Wild, Natural & SustainableALASKAS"
3477,week_35_page_4,NON-GMO
3478,week_35_page_4,"SAVE $2.50/lb. 
Fresh 
Bone-In 
Pork Chops 
Never Administered Antibiotics or 
Growth Hormones, 100% Vegetarian Diet, 
Never Fed Ractopamine, Never 
Raised in Gestation Crates$449/lb."
3479,week_35_page_4,"SAVE $3/lb. 
Grass-Fed 
Sirloin Tip Roast 
Never Administered Antibiotics 
or Growth Hormones, Raised 
on 100% non-GMO Grass 
Pastures, High in Omega-3s 
and Conjugated Linoleic Acid$499/lb."
3480,week_35_page_4,"$799/lb. 
SAVE $2/lb. 
Wild Caught 
Alaska 
Cod Fillets 
100% Traceable and Sustainably 
Sourced, No Water Additives 
or Preservatives, Frozen at Sea"
3481,week_35_page_4,FRESH
3482,week_35_page_4,"GRASS 
FED"
3483,week_35_page_4,Sales Valid Wed. February 28 - Tues. March 6
3484,week_35_page_4,EARTH FARE 0
3485,week_36_page_1,SIGN UP FOR EMAIL DEALS & MORE AT EARTHFARE.COM
3486,week_36_page_1,"-PLEDGEINTEGRITY1000 1.U. 
Certified Gluten-Free 
Maintains healthy bones and teeth*** 
Promotes immune system health*** 
Easy absorption *** 
STRAWBERRY & ORANGE
FLAVORSSupplement 60 Cummies"
3487,week_36_page_1,"Cranberries and pecans provide a 
slightly sweet and delicious flavor. 
Made Fresh In-House, American Humane 
Certified Chicken, Never Administered 
Antibiotics or Growth Hormones."
3488,week_36_page_1,"MADE 
IN HOUSEFIEDsicanumaneER"
3489,week_36_page_1,"D3 
GUMMIESCountry
Life"
3490,week_36_page_1,NON-GMO
3491,week_36_page_1,Amers
3492,week_36_page_1,"Country Life, Biochem 
BRAND WIDE SALE 
All Sizes & Varieties 
Trusted nutritional supplements of 
the highest quality and purity for 
your healthy day-to-day living.20% OFF"
3493,week_36_page_1,"$1 49/Ib. 
SAVE $1/lb. 
Organic 
California 
Navel Oranges 
Rich in sweet juice, seedless, 
and easy to peel, vitamin-packed 
navel oranges can be eaten 
fresh, chopped into recipes, 
or zested."
3494,week_36_page_1,"$699/lb. 
SAVE $4/1b. 
Cranberry Pecan 
Chicken Salad 
From the Deli"
3495,week_36_page_1,ORGANIC
3496,week_36_page_1,"HUMANELY HANDLED 
INDEPENDENTLY VERIFIED
Robert E. MeyerFOODSMEYER NA"
3497,week_36_page_1,NATURAL
3498,week_36_page_1,NON-GMO
3499,week_36_page_1,NON-GMO
3500,week_36_page_1,"SAVE $1/lb. 
Organic Broccoli 
One of the healthiest foods, 
broccoli is a great source of 
vitamins K and C, a good source 
of folate (folic acid), and also 
provides potassium and fiber.$199/lb."
3501,week_36_page_1,"$999/lb. 
SAVE $3/lb. 
USDA Choice or Better
Top Sirloin Steak 
Never Administered Antibiotics 
or Growth Hormones, 100% 
Vegetarian Diet, 3rd Party 
Certified Humanely Handled, 
Genetically Certified Angus, 
Traceable from Farm to Fork"
3502,week_36_page_1,"$999/lb. 
SAVE $5/lb. 
Grass Fed 
Ribeye & 
Strip Steaks 
Never Administered Antibiotics 
or Growth Hormones, Raised on 
100% non-GMO Grass Pastures, 
High in Omega-3s and 
Conjugated Linoleic Acid 
$6.99/Ib. Whole Loin"
3503,week_36_page_1,ORGANIC
3504,week_36_page_1,"GRASS 
FED"
3505,week_36_page_1,"USDA 
CHOICE"
3506,week_36_page_1,NON-GMO
3507,week_36_page_1,nanesFIEDerican
3508,week_36_page_1,"1 lb. 
Eat them plain, or use for 
baking and smoothies, these 
nutrient-rich berries make it 
easy to incorporate healthy 
into your everyday diet.2/$5 
SAVE $2.98 on 2 
Strawberries"
3509,week_36_page_1,ORGANIC
3510,week_36_page_1,"SAVE $4.99 on 2 
Organic 
Blueberries 
Half Pint 
A good source of Vitamin C, fiber, 
and antioxidants, with fewer than 
100 calories per cup.FREEBUY ONE, GET ONE"
3511,week_36_page_1,Amer
3512,week_36_page_1,"$299/lb. 
SAVE $3/lb. 
Boneless, 
Skinless 
Chicken Breast 
Never Administered Antibiotics or 
Growth Hormones, 100% Vegetarian Diet, 
3rd Party Certified Humanely Raised"
3513,week_36_page_1,GET ONE FREEBUY ONEBOGO
3514,week_36_page_1,FRESH
3515,week_36_page_1,"- WITH -Sales Valid Wed. March 7 – Tues. March 13EARTH 
FAREO"
3516,week_36_page_1,EST 1975
3517,week_36_page_1,"Healthy Rewards digital account exclusive. Each Healthy Rewards card scan 
accrues towards this Reward with qualifying purchases. Use app to track progress.
DOWNLOAD THE EARTH FARE HEALTHY REWARDS™ APP >"
3518,week_36_page_1,"BUY 9 SANDWICHES - GET THE 10TH FREE!Make an easy and healthy choice by picking 
up one of our NEW freshly-prepared 
sandwiches at the sandwich station.SANDWICHESHEALTHY, FRESH"
3519,week_36_page_1,CO
3520,week_36_page_1,WE LONGE— WITH -
3521,week_36_page_1,NEW
3522,week_36_page_2,"• Artificial fats and trans-fats
Artificial preservativesWE PLEDGE OUR FOOD IS FREE OF:- Added hormones 
- High fructose corn syrup 
- Bleached or bromated flour• Antibiotics
Artificial sweeteners 
- Artificial colors or flavors"
3523,week_36_page_2,"tooa 
PHILOSOPHY"
3524,week_36_page_2,OUR
3525,week_36_page_2,"PUL520 mlWITHcoconut 
WATERSSENNATURALLY HYDRATINGEARTH 
FAREOMADE WITH 
2/$3 
SAVE 38¢ on 2 INGREDIENTS 
Earth Fare
coconut
WATER 
Coconut Water 
520 mL., Select Varieties
5 
Enjoy delicious, tropical hydration 
with coconut water that's filled with 
nutrients and antioxidants.
L 502 szony 0"
3526,week_36_page_2,"2/$7$249 
SAVE 50¢ 
Earth Fare 
Organic Salsa 
15.5-16 oz., Select Varieties 
A savory dip or topping made with 
wholesome, natural ingredients.ORGANICMADE WITHwhite
corn 
tortilla chips
MADE WITHMADE WITH EXPELLERES
WILOWER ORINGREDIENTSCHARELAGS FREE FREE
1282GRADE A DARK COLORmaple 
syrupRGANICEARTH 
FAREO 
rganicFRED EARTH
FAREO 
OrganicEARTH FARE BRAND....358 WHOLE GRAIN 
S& PROTEIN 1 A; FIBER LOW FAT 
PROSES 
HDT CATNEAL - 8 PACKETS - NET WT.140 (100HOT OATMEAL 
Apple CinnamonUSDA 
OREJMC)SAVE $1.58 on 2 
Nature's Path 
Organic Oatmeal 
8 Pack, Select Varieties 
USDA Certified Organic, 
Non-GMO Project Verified$249 
SAVE 50C 
Earth Fare 
Organic 
Tortilla Chips 
9 oz., All Varieties 
Made with expeller pressed 
sunflower oil, these party favorite 
chips are perfect for dipping. 
$799 
SAVE $1 
Earth Fare 
Organic Maple Syrup 
Squeeze Bottle 
12 öz. 
Authentic Vermont maple syrup in a 
family-friendly, no-mess squeeze bottle."
3527,week_36_page_2,BCOUST TASTEUSOK
3528,week_36_page_2,"SAVE $1 
Talenti 
Gelato
talenti. 
1 Pint, Select Varieties 
Talenti Gelato is crafted using
Mediterranean Mint
ONE PINT (473mL) 
responsibly sourced ingredients, 
including milk that is free of antibiotics 
or growth hormones. Their BPA-free jars ensure a rich, 
creamy taste and make excellent reusable containers).$449"
3529,week_36_page_2,gelato
3530,week_36_page_2,"EARTH 
FARENATURALLY HYDRATING"
3531,week_36_page_2,DRIP
3532,week_36_page_2,INGREDIENTSHET WT9OZ (255)
3533,week_36_page_2,"USDA 
GAGANE"
3534,week_36_page_2,"SETETESUPPORTS DIGESTIONORGANICCAFFEINE FREE 
HERBAL SUPPLEMENT 
16 TEA BAGS - NET WT 1.12 02(320)"
3535,week_36_page_2,USDAGinger
3536,week_36_page_2,"MADE WITHINGREDIENTSORGANICEARTH 
FARE 
Organic 
MILD 
SALSA"
3537,week_36_page_2,"$499 
SAVE $1 
Justin's Nut Butter 
Organic 
Mini Peanut 
Butter Cups 
4.7 oz., Select Varieties 
Made with the common sense 
that cooking in small batches 
ensures higher quality and 
that selectively choosing fine, 
naturally delicious ingredients 
creates better tasting products.SAVE $1.58 on 2 
Yogi Tea 
Herbal Tea Bags 
16 Count, All Varieties 
Yogi strives to support well-being 
by incorporating the highest 
quality natural and organic 
ingredients in their teas.2/$6"
3538,week_36_page_2,Yogi
3539,week_36_page_2,CLOSE —
3540,week_36_page_2,"NET WT 47 07 (65)PEANUT BUTTER CUPS
organicdark chocolate"
3541,week_36_page_2,"NEW!NON-GMO KOSHERMICROWAVE ORNOSAVE $2.18 on 2 
Amy's 
Frozen Entrees 
9-10.5 oz., Select Varieties 
Non-GMO, Kosher Certified, fresh 
veggies & dairy from hormone 
free cows. Whatever your 
dietary preference, Amy's 
has you covered!""BOWLS2/$8"
3542,week_36_page_2,NON-GMO
3543,week_36_page_2,"BROWN RICE 
BLACK-EYED PEAS & VEGGIESORGANIC"
3544,week_36_page_2,"CENERATION 
RGANICOATHORGANICNATU"
3545,week_36_page_2,KURE'S PaORG
3546,week_36_page_2,Justins ORGANIC
3547,week_36_page_2,"SUCCESTION32 FL OZ. QT 946 mlUSDA 
ORGANIC"
3548,week_36_page_2,"ORIGINAL 
HALF BALLON (189)"
3549,week_36_page_2,"KOMBUCHA2/$5 
SAVE $2.38 on 2 
Buchi 
Organic Kombucha 
12 oz., Select Varieties 
Made in Earth Fare's hometown of Asheville, 
NC, Buchi blends 2,000 years of kombucha 
craft brewing tradition with fair trade organic 
teas, fruits, spices and medicinal herbs."
3550,week_36_page_2,"SPICETire 
SSH GINGER"
3551,week_36_page_2,ALMONDWILK
3552,week_36_page_2,"BreezeUNSWEETENED 
ALL NATURA
BLUE 
DIAMOND 
ALMONDSPAGINALSoy & Lacios"
3553,week_36_page_2,"LOW SODIUMorganic
free range 
chicken
broth"
3554,week_36_page_2,Almond
3555,week_36_page_2,"SAVE $2.58 on 2 
Blue Diamond 
Almond Breeze 
Half Gallon, Select Varieties 
Made from real California almonds, 
Almond Breeze Almond Milk is a 
deliciously creamy alternative 
to dairy and soymilk.2/$5"
3556,week_36_page_2,"SAVE 98¢ on 2 
Pacific Natural Foods 
Organic Broths 
32 oz., Select Varieties 
Organic broths made with 
simple, natural ingredients.2/$7"
3557,week_36_page_2,ORGANIC
3558,week_36_page_2,Pacific ORGANIC
3559,week_36_page_2,Sales Valid Wed. March 7 - Tues. March 13
3560,week_36_page_2,EARTH FARE 0
3561,week_36_page_3,"App StoreDownload on theGET IT ON 
Google Play"
3562,week_36_page_3,"JOIN HEALTHY REWARDS“ IT'S FREE & EASY!
Join in-store and download our App for more exclusive deals."
3563,week_36_page_3,"HEALTHY 
REWARDSFARTH FARE"
3564,week_36_page_3,"RECEIVE AN EXTRA 5% OFF20% OFFDiscount Taken at Register100PINE TAR 
THE ORIGINAL WONDERSOAHARDWORKINGARR THE HEART 
OF OUR NATURAL 
SOAPMAKING 
TRADITIONNEWT3256286PINE TAR)WONDER SOAPTHE GRANDPASOAP COMPANYThe Grandpa 
Soap Co. 
Bar Soap 
All Sizes & Varieties 
Hardworking, simple, and 
pure ingredients craft 
these face and body soaps. 
HEALTHY REWARDS 
OFFER WITH CARD"
3565,week_36_page_3,"Formulated for Whole Body Healthy
hlammation Response 
Promotes Normal Cardiovascular
and Joint FunctionNEWCHAPTERVEGECAPSFriendVegetarian Capsules 
DIETARY SUPPLEMENTZyflamendPromotes Normal CardNEWCHAPTERFiVogatartan100%Vegetarian
FriendlyVegaNew Chapter 
Zyflamend 
Whole Body 
30-180 VCP 
This multi-herbal formula 
provides joint support, 
a healthy inflammation 
response, and 
herbal pain relief."
3566,week_36_page_3,"ZyflamendNEGECAPS 
FW boy"
3567,week_36_page_3,"THE GRAMPA SOAP DETHE(1878) 
GRANDPA 
SOAP CO."
3568,week_36_page_3,"Select Varieties 
Take as much or as little 
as you need of our 100% 
Arabica coffee beans in 
your favorite roasts. 
Discount Taken at Register20% OFF 
Earth Fare 
Bulk CoffeesFIND 
A NEW 
FAVORITE
WITH 
THESE 
DEALS"
3569,week_36_page_3,20% OFF
3570,week_36_page_3,"Organic 
SEEDFUL 
WHEATleUF"
3571,week_36_page_3,"USDA 
BREAD
Ant Millies
Dakehouse 
SONET WT 18 OZ
(1LB 2 OZ) 5102"
3572,week_36_page_3,"$399 
SAVE $1 
Aunt Millie's 
Organic 
Loaf Bread 
18 oz., Select Varieties 
Aunt Millie's breads are whole 
grain, certified organic, and free 
from artificial preservatives."
3573,week_36_page_3,"SAVE 98¢ on 2 
Cake Slices 
From the Bakery 
Select Varieties 
Made with cage free eggs. 
No artificial colors. No preservatives. 
Available in Chocolate, Vanilla, 
Carrot, and Red Velvet.MADE 
SAVE $1
IN HOUSE 
Crispy 
Chicken 
Salad 
From the Deli 
9 oz. 
Signature item, made fresh in-house in small batches 
from American Humane Certified chicken that is never 
administered antibiotics or growth hormones, accompanied 
by buttermilk ranch made with non-GMO organic sunflower 
oil, fresh buttermilk, nonfat yogurt, and real sour cream.2/$5"
3574,week_36_page_3,"AIXDE PROVENCE$1999 
SAVE $3 
AIX 
Rosé 
750 mL. 
Made in the Provence region of France, 
this fragrant and well-balanced 
wine reveals a fruity freshness. 
Get 10% off when you buy 
6 or more bottles of wine!"
3575,week_36_page_3,ORGANIC
3576,week_36_page_3,"100% 
CLEAN"
3577,week_36_page_3,"Bread breadSOFT WHITEorganic bakery 
ORGANICars Syrupbrighter take oSUNIS"
3578,week_36_page_3,AIX
