flyer_name,product_name,unit_promo_price,uom,least_unit_for_promo,save_per_unit,discount,organic
week_33_page_2,Organic Canned Soups,25.0,,2.0,0.69,,1
week_33_page_2,Ground Sirloin or Round,,,1.0,,,0
week_33_page_2,Organic strawberries,,,1.0,,,1
week_33_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_33_page_2,FULL RACK OF BABY BACK RIBS,,,1.0,,,0
week_33_page_2,Organic Whole Milk Plain Yougurt,,,1.0,,,0
week_33_page_2,Organic Whole Milk Plain Yougurt,,,1.0,,,0
week_33_page_2,Nutritional Bars,34.0,,1.0,,,0
week_33_page_2,All Day Session IPA,,,1.0,,,0
week_33_page_2,Cream Top Yogurt,,,1.0,,,0
week_33_page_3,Sockeye Salmon Fillets,,,1.0,,,0
week_33_page_3,Free Range Large Brown Eggs,,,1.0,,,0
week_33_page_3,Healthy Meals On-The-Go,,,1.0,,,0
week_33_page_3,8-Pack Mini Croissant,,net wt 8 oz,1.0,,,0
week_33_page_3,Whole Ribeyes & Strips,,whole bean coffee . net wt 12 oz,1.0,,1.0,0
week_33_page_3,Wild American Shrimp,,,1.0,,,0
week_33_page_3,Organic Peru Coffee,5.99,,1.0,4.0,,1
week_33_page_3,Cheese Slices,3.99,,1.0,190.92,,0
week_33_page_3,Fruit Galettes,,,1.0,,,0
week_33_page_3,Two Hearted Ale,,,1.0,,,0
week_33_page_3,Deli Slices,,,1.0,,,0
week_33_page_3,Two Hearted Ale,10.99,,1.0,1.0,0.001001001001001001,0
week_33_page_3,Organic strawberries,,,1.0,,,1
week_33_page_3,Chocolate,,,1.0,,,0
week_33_page_3,Loaf Bread,5.99,,1.0,1.0,,0
week_33_page_3,Mini Muffins,6.99,4 pack &,1.0,1.0,0.001430615164520744,0
week_33_page_3,10-Pack Mini Cookies,3.49,,1.0,1.0,0.0028653295128939827,0
week_33_page_3,Gluten-Free Oats,,,1.0,,,0
week_33_page_3,Maple Honey Ham,99.91,,1.0,2.0,0.00020018016214593134,0
week_33_page_3,Fresh Mozzarella,,,1.0,,,0
week_33_page_3,Bone-In Pork Chops,,,1.0,,,0
week_33_page_3,Indian Meals On-The-Go,6.49,,1.0,1.5,,0
week_33_page_3,Maple Honey Ham,,,1.0,,,0
week_33_page_3,Organic Red & Green Seedless Grapes,3.99,,1.0,1.0,,1
week_33_page_3,Wensleydale with Blueberries,,,1.0,,,0
week_33_page_3,Traditional Mashed Potatoes,,,1.0,,,0
week_33_page_3,Salad Dressing,,,1.0,,,0
week_33_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_33_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_33_page_3,Organic Hummus Roasted Red Pepper,,,1.0,,,0
week_33_page_3,Organic strawberries,14.2,,1.0,1.0,,1
week_33_page_3,Oven Roasted Turkey Breast,,,1.0,,,0
week_33_page_3,Organic Hommus,26.0,,2.0,1.49,,1
week_33_page_3,Organic strawberries,,,1.0,,,1
week_33_page_3,New York Strips,,,1.0,,,0
week_33_page_4,Bone-In Pork Chops,,,1.0,,,0
week_33_page_4,Ground Sirloin or Round,,,1.0,,,0
week_33_page_4,6 oz. Scottish Salmon Fillets,,,1.0,,,0
week_33_page_4,6 oz. Scottish Salmon Fillets,,,1.0,,,0
week_33_page_4,Organic Red & Green Seedless Grapes,1.0,,1.0,1.0,0.009980139522350523,1
week_33_page_4,Omega 3,,,1.0,,,0
week_33_page_4,Energy Drink,,,1.0,,,0
week_33_page_4,Cuban Black Beans,,,1.0,,,0
week_33_page_4,"Pinot Grigio, Rose, or Sparkling Wine",45.27,high level of curcumin per capsule,4.0,150.3,0.2,0
week_33_page_4,Natural Calm Magnesium Support,,,1.0,,,0
week_33_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_33_page_4,Natural Calm Magnesium Support,,excludes calm 5 pack,1.0,,0.2,0
week_33_page_4,Organic strawberries,,,1.0,,,1
week_33_page_4,Le petite Fromage,,,1.0,,,0
week_33_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_33_page_4,Covington Sweet Potatoes,1.79,,1.0,,,1
week_33_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_33_page_4,Organic Navel Oranges,1.99,navel oranges can,1.0,0.5,,1
week_33_page_4,Organic strawberries,,,1.0,,,1
week_33_page_4,Organic strawberries,,,1.0,,,1
week_33_page_4,Made-In-House Chicken Kabobs,,,1.0,,,0
week_33_page_4,Ground Sirloin or Round,9.99,,1.0,4.0,0.004004004004004004,0
week_33_page_4,Pork Sausages,2.99,,1.0,1.0,,0
week_33_page_4,Made-In-House Chicken Kabobs,,,1.0,,,0
week_34_page_1,Deli case meal deals,,,1.0,,,0
week_34_page_1,"Boneless, Skinless Chicken Thighs",,,1.0,,,0
week_34_page_1,Blackened Chicken Salad,6.99,,1.0,41.0,0.0586552217453505,0
week_34_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_34_page_1,Ribeye & Strip Steaks,6.99,,1.0,5.0,0.005005005005005005,0
week_34_page_1,Mexican Street Corn,,can,1.0,,,0
week_34_page_1,Made-In-House Chicken Kabobs,,,1.0,,,0
week_34_page_1,Fresh Mozzarella,,,1.0,,,0
week_34_page_1,"Grass Fed Yougurt, & Cheese",,,1.0,,,0
week_34_page_1,Le petite Fromage,,,1.0,,,0
week_34_page_1,Hass Avocados,45.0,,4.0,0.24,0.005333333333333333,0
week_34_page_1,Ground Sirloin or Round,,,1.0,,,0
week_34_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_34_page_1,Organic Broccoli,1.99,,1.0,1.0,0.005025125628140704,1
week_34_page_1,2-Pack Cups,26.0,,1.0,,,0
week_34_page_1,Organic strawberries,,,1.0,,,1
week_34_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_34_page_1,Scottish Salmon,1009.99,,1.0,5.0,,0
week_34_page_1,Fresh Mozzarella,,,1.0,,,0
week_34_page_1,Blueberries,,half pint,2.0,2.5,,1
week_34_page_1,Organic strawberries,,,1.0,,,1
week_34_page_1,Ground Round,,,1.0,3.5,,0
week_34_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_34_page_1,Free Range Large Brown Eggs,,,1.0,,,0
week_34_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_34_page_1,Ground Sirloin or Round,,,1.0,1.0,,0
week_34_page_1,Chicken Chili Verde,,,1.0,,,0
week_34_page_1,8 OZ. KALE CAESAR SALAD FROM THE DELI,,,1.0,,,0
week_34_page_1,Signature & Carolina Coleslaws ,,,1.0,,,0
week_34_page_2,Ground Sirloin or Round,,,1.0,,,0
week_34_page_2,Corn,,,1.0,,,0
week_34_page_2,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,55.0,12 pack,2.0,0.79,,1
week_34_page_2,Protein Superfood,,,1.0,,,0
week_34_page_2,Creme Cookies,,,1.0,,,0
week_34_page_2,Cookies,3.49,for a treat you can,1.0,0.5,0.0014326647564469914,0
week_34_page_2,Whole Ribeyes & Strips,,,1.0,,,0
week_34_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_34_page_2,Coffee,,,1.0,,,0
week_34_page_2,"Pinot Grigio, Rose, or Sparkling Wine",,,1.0,,,0
week_34_page_2,FULL RACK OF BABY BACK RIBS,,,1.0,,,0
week_34_page_2,Sumpin' Easy,,,1.0,,,0
week_34_page_2,Sumpin' Easy,,,1.0,,,0
week_34_page_2,Swiss Cheese,,,1.0,,,0
week_34_page_2,New York Strips,,,1.0,,,0
week_34_page_2,Large 16 Pizza,,,1.0,,,0
week_34_page_2,Free Range Large Brown Eggs,27.0,,1.0,1.4,0.003508771929824561,1
week_34_page_2,Omega 3,,,1.0,,,0
week_34_page_2,5-Pack Non-GMO Corn,,,1.0,,,0
week_34_page_2,Organic Eggs Grade A Brown Large Omega,,,1.0,,,1
week_34_page_2,Frozen Vegetables,,,1.0,,0.2,0
week_34_page_2,Whole Ribeyes & Strips,27.0,,2.0,1.19,,0
week_34_page_2,Organic Soy Free Pasture Raised Eggs,,,1.0,,,0
week_34_page_2,Organic strawberries,,,1.0,,,1
week_34_page_3,Sockeye Salmon Fillets,,,1.0,,,0
week_34_page_3,Free Range Large Brown Eggs,,,1.0,,,0
week_34_page_3,Healthy Meals On-The-Go,,,1.0,,,0
week_34_page_3,Super Lump Crab Cakes,,,1.0,,1977.25,0
week_34_page_3,Ground Sirloin or Round,,,2.0,0.49,20.25,0
week_34_page_3,Cooked Tail-On Shrimp,,,1.0,,,0
week_34_page_3,All Day Session IPA,,,1.0,,0.25,0
week_34_page_3,Gluten-Free Oats,,,1.0,,,0
week_34_page_3,Healthy Meals On-The-Go,,,1.0,,,0
week_34_page_3,Gluten-Free Oats,,,1.0,,,0
week_34_page_3,4-pack muffins,5.99,,1.0,1.0,0.001669449081803005,0
week_34_page_3,4-pack croissants,9.99,,1.0,2.0,0.004008016032064128,0
week_34_page_3,Fresh Mozzarella,,,1.0,,,0
week_34_page_3,Fresh Mozzarella,,,1.0,,,0
week_34_page_3,Blackened Chicken Salad,3.99,,1.0,1.0,,0
week_34_page_3,Oven Roasted Turkey Breast,,,1.0,,,0
week_34_page_3,Quesadillas,4.99,,1.0,2.0,0.004008016032064128,0
week_34_page_3,Morning Rounds,,,1.0,,,0
week_34_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_34_page_3,Vegan Mock Chicken Salad,,,1.0,,,0
week_34_page_3,Organic Red & Green Seedless Grapes,1.0,,1.0,2.0,0.09399825379443927,1
week_34_page_3,Hummus,,,1.0,,,0
week_34_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_34_page_3,Hummus,27.0,,2.0,0.99,,0
week_34_page_3,Southern Peaches,,,1.0,,,0
week_34_page_3,Fresh Mozzarella,,,1.0,,,0
week_34_page_3,New York Strips,,,1.0,,,0
week_34_page_4,Bone-In Pork Chops,,,1.0,,,0
week_34_page_4,Ground Sirloin or Round,,,1.0,,,0
week_34_page_4,Ground Sirloin or Round,2.1,,2.0,5.02,,0
week_34_page_4,6 oz. Scottish Salmon Fillets,,,1.0,,,0
week_34_page_4,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_34_page_4,Maryland Crab Cakes,4.1,,4.0,1.49,,0
week_34_page_4,NY Strip Steak,11.99,,1.0,5.0,,0
week_34_page_4,Fresh Mozzarella,,,1.0,,,0
week_34_page_4,Boneless Choice New York Strip Steak,,,1.0,,,0
week_34_page_4,Oven Roasted Turkey Breast,,,1.0,,,0
week_34_page_4,Boneless Pork Chops,49.91,,1.0,2.5,0.0005009016229212583,0
week_34_page_4,Lunch Meats,,,1.0,1.0,,0
week_34_page_4,Maple Honey Ham,,,1.0,,,0
week_34_page_4,Key West Pink Shrimp,9.99,,1.0,41.0,,0
week_34_page_4,Fresh Mozzarella,,,1.0,,,0
week_34_page_4,Pork Carnitas,,,1.0,,,0
week_34_page_4,Organic strawberries,5.99,2 lb. bag,1.0,1.0,0.001669449081803005,1
week_34_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_34_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_34_page_4,Asparagus,6.3,,1.0,2.0,,0
week_34_page_4,Organic strawberries,,,1.0,,,1
week_34_page_4,Organic strawberries,,,1.0,,,1
week_34_page_4,Covington Sweet Potatoes,24.0,,1.0,,,1
week_34_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_34_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_34_page_4,Organic Honeycrisp Apples,3.99,,1.0,0.5,,1
week_34_page_4,Organic strawberries,,,1.0,,,1
week_34_page_4,Organic strawberries,,,1.0,,,1
week_34_page_4,Organic Sweet Vidalia,3.79,,1.0,,,0
week_35_page_1,Deli case meal deals,,,1.0,,,0
week_35_page_1,Brand wide sale,,,1.0,,12.25,0
week_35_page_1,Asparagus,,,1.0,,,0
week_35_page_1,Sumo Mandarins,3.79,,1.0,,,0
week_35_page_1,Sumo Mandarins,,,1.0,,,0
week_35_page_1,Asparagus,2.99,,1.0,2.0,0.006688963210702341,0
week_35_page_1,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_35_page_1,Filet Mignon,,,1.0,6.0,,0
week_35_page_1,Sockeye Salmon Fillet,,,1.0,,,0
week_35_page_1,Strawberries,26.0,,1.0,,,0
week_35_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_35_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_35_page_1,Wild Bourbon Salmon Fillets,99.91,,1.0,5.0,0.0005004504053648283,0
week_35_page_1,"Grass Fed Yougurt, & Cheese",,,1.0,,,0
week_35_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_35_page_1,Whole Chicken,,,1.0,,,0
week_35_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_35_page_1,Ground Round,4.99,,1.0,,,0
week_35_page_1,Blueberries,,half pint,2.0,2.5,,1
week_35_page_1,Organic strawberries,,,1.0,,,1
week_35_page_1,Bone-In Pork Chops,,,1.0,,,0
week_35_page_1,"Grass Fed Yougurt, & Cheese",,,1.0,,,0
week_35_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_35_page_1,Ground Sirloin or Round,,,1.0,,25.25,0
week_35_page_1,Bone-In Pork Chops,,,1.0,,0.25,0
week_35_page_2,Flour,,,1.0,,,0
week_35_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_35_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_35_page_2,Potato Chips,,,1.0,,,0
week_35_page_2,Natural Cola,25.0,,2.9819999999999998,,,0
week_35_page_2,Chips,,,1.0,,,0
week_35_page_2,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,1974.25,,2.0,0.49,,1
week_35_page_2,Organic Coconut Oil,8.99,,1.0,2.0,0.002224694104560623,1
week_35_page_2,Gluten-Free Bread,,,1.0,,,0
week_35_page_2,Organic Gravenstein Apple Juice,,,1.0,,,0
week_35_page_2,Organic Gravenstein Apple Juice,4.49,,1.0,0.5,,1
week_35_page_2,Organic strawberries,,,1.0,,,1
week_35_page_2,Peanut Butter,,,1.0,,0.2,0
week_35_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_35_page_2,Large 16 Pizza,,net wt 16 oz,1.0,,,0
week_35_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_35_page_2,Ground Sirloin or Round,9.99,1 gallon,2.0,1.49,,0
week_35_page_2,Almonds,,,1.0,,,0
week_35_page_2,Ginger Brew,,,1.0,,,0
week_35_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_35_page_2,Turmeric Formulas,,,1.0,,,0
week_35_page_2,Energy Drink,,,1.0,,,0
week_35_page_2,Organic strawberries,,,1.0,,,1
week_35_page_3,Sockeye Salmon Fillets,,,1.0,,,0
week_35_page_3,Free Range Large Brown Eggs,,,1.0,,,0
week_35_page_3,Healthy Meals On-The-Go,,,1.0,,,0
week_35_page_3,Organic Mediterranean Blend Extra Virgin Olive Oil,9.99,,1.0,1.0,2.0600000000001173,0
week_35_page_3,Chardonnay,,,1.0,,,0
week_35_page_3,Cabernet,,,1.0,,,0
week_35_page_3,Soap,,,1.0,,,0
week_35_page_3,Chardonnay,2.1,,2.0,0.99,,0
week_35_page_3,All Day Session IPA,,,1.0,,0.25,0
week_35_page_3,All Organic Juices & Smoothies,,,1.0,,,0
week_35_page_3,Cooked Tail-On Shrimp,,,1.0,,,0
week_35_page_3,Cookies By The Pound,,,1.0,,,0
week_35_page_3,Pale Ale,,,1.0,,,0
week_35_page_3,Organic Red & Green Seedless Grapes,27.0,,1.0,4.0,0.0004124136508918445,1
week_35_page_3,10-Pack Mini Cookies,3.49,,1.0,1.0,,0
week_35_page_3,Fresh Mozzarella,,,1.0,,,0
week_35_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_35_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_35_page_3,Build Your Own Juice,3.99,,1.0,1.0,,0
week_35_page_3,Fresh Mozzarella,,,1.0,,,0
week_35_page_3,Organic strawberries,,,1.0,,,1
week_35_page_3,Vegan Mock Chicken Salad,,,1.0,,,0
week_35_page_3,Vegan Mock Chicken Salad,,,1.0,21.0,,0
week_35_page_3,Snackables & Samplers,,,1.0,1.0,,0
week_35_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_35_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_35_page_4,Bone-In Pork Chops,,,1.0,,,0
week_35_page_4,Ground Sirloin or Round,,,1.0,,,0
week_35_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_35_page_4,Organic Coffee K-Cups,,,1.0,,,0
week_35_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_35_page_4,Organic Celery,25.0,,2.0,0.49,,1
week_35_page_4,Organic strawberries,,,1.0,,,1
week_35_page_4,Organic Broccoli,2.49,,1.0,0.5,0.002008032128514056,1
week_35_page_4,Organic Red & Green Seedless Grapes,2.49,,1.0,1.5,0.006024096385542169,0
week_35_page_4,Organic strawberries,,,1.0,,,1
week_35_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_35_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_35_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_35_page_4,2 lb. Bag Organic Lemons,,2 lb. bag,2.0,2.5,,1
week_35_page_4,Organic Grape Tomatoes,27.0,1 pint,2.0,0.49,,1
week_35_page_4,Organic Green Kale,24.0,,2.0,0.5,0.02083333333333333,1
week_35_page_4,Organic strawberries,,,1.0,,,1
week_35_page_4,Organic strawberries,,,1.0,,,1
week_35_page_4,Organic strawberries,,,1.0,,,1
week_35_page_4,Morning Rounds,,,1.0,,,0
week_35_page_4,London Broil,,,93.0,5.37,,0
week_35_page_4,Ground Sirloin or Round,27.0,,2.0,0.49,,0
week_35_page_4,Cooked Shrimp,9.99,,1.0,5.0,0.005005005005005005,0
week_35_page_4,Frozen Foods,,,1.0,,,0
week_35_page_4,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_35_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_35_page_4,Bone-In Pork Chops,4.49,,1.0,2.5,,0
week_35_page_4,Sirloin Tip Roast,4.99,,1.0,3.0,,0
week_35_page_4,Wild Alaska Cod Fillets,7.99,,1.0,2.0,0.0025031289111389237,0
week_35_page_4,Fresh Mozzarella,,,1.0,,,0
week_35_page_4,"Grass Fed Yougurt, & Cheese",,,1.0,,,0
week_36_page_1,Deli case meal deals,,,1.0,,,0
week_36_page_1,Organic Strawberry Conserves,,,1.0,,,0
week_36_page_1,Ground Sirloin or Round,,,1.0,,,0
week_36_page_1,Made-In-House Chicken Kabobs,,,1.0,,,0
week_36_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_36_page_1,Brand wide sale,,,1.0,,0.2,0
week_36_page_1,Organic California Navel Oranges,1.49,navel oranges can,1.0,1.0,0.006711409395973154,1
week_36_page_1,Cranberry Pecan Chicken Salad,6.99,,1.0,41.0,0.0586552217453505,0
week_36_page_1,Organic strawberries,,,1.0,,,1
week_36_page_1,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_36_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_36_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_36_page_1,Organic Broccoli,1.99,,1.0,1.0,,1
week_36_page_1,Top Sirloin Steak,9.99,,1.0,3.0,0.003003003003003003,0
week_36_page_1,Ribeye & Strip Steaks,6.99,,1.0,5.0,0.005005005005005005,0
week_36_page_1,Organic strawberries,,,1.0,,,1
week_36_page_1,"Grass Fed Yougurt, & Cheese",,,1.0,,,0
week_36_page_1,Boneless Choice New York Strip Steak,,,1.0,,,0
week_36_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_36_page_1,Strawberries,25.0,,2.0,1.49,0.0596,0
week_36_page_1,Organic strawberries,,,1.0,,,1
week_36_page_1,Blueberries,,half pint,2.0,2.5,,1
week_36_page_1,"Boneless, Skinless Chicken Breast",2.99,,1.0,3.0,0.010033444816053512,0
week_36_page_1,Bone-In Pork Chops,,,1.0,,,0
week_36_page_1,Fresh Mozzarella,,,1.0,,,0
week_36_page_1,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_36_page_1,Tomatoes on the Vine,,,1.0,,,0
week_36_page_1,Salsa and Guacamole,,,1.0,,,0
week_36_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_36_page_1,New York Strips,,,1.0,,,0
week_36_page_2,Ground Sirloin or Round,,,1.0,,,0
week_36_page_2,Coconut Water,23.0,,2.0,0.19,0.00826086956521739,0
week_36_page_2,"Chardonnay, Cabernet, or Sauvignon Blanc",1.0,,1.0,0.5,1.8349297221916397e-05,1
week_36_page_2,Ground Sirloin or Round,4.49,one pint,1.0,1.0,,0
week_36_page_2,Gelato,,,1.0,,,0
week_36_page_2,Organic Tea,,,1.0,,,0
week_36_page_2,Organic Salsa,,,1.0,,,1
week_36_page_2,Organic Mini Peanut Butter Cups,26.0,,1.0,1.0,0.002004008016032064,1
week_36_page_2,Chocolate,,,1.0,,,0
week_36_page_2,Frozen entrees,28.0,,2.182,,,0
week_36_page_2,5-Pack Non-GMO Corn,,,1.0,,,0
week_36_page_2,Organic White & Brown Rice,,,1.0,,,0
week_36_page_2,Organic strawberries,,,1.0,,,1
week_36_page_2,Organic strawberries,,,1.0,,,1
week_36_page_2,Half & Half ,,,1.0,,,0
week_36_page_2,Organic Kombucha,25.0,,2.0,1.19,0.0476,1
week_36_page_2,Chocolate Covered Ginger,,,1.0,,,0
week_36_page_2,All Day Session IPA,,,1.0,,,0
week_36_page_2,Whole Chicken,,,1.0,,,0
week_36_page_2,Almonds,,,1.0,,,0
week_36_page_2,Almond Breeze,25.0,,2.0,1.29,,0
week_36_page_2,Organic Broths,27.0,,2.0,0.49,,1
week_36_page_2,Organic strawberries,,,1.0,,,1
week_36_page_2,Organic strawberries,,,1.0,,,1
week_36_page_3,Sockeye Salmon Fillets,,,1.0,,,0
week_36_page_3,Free Range Large Brown Eggs,,,1.0,,,0
week_36_page_3,Healthy Meals On-The-Go,,,1.0,,,0
week_36_page_3,All Day Session IPA,,,1.0,,5201.0,0
week_36_page_3,Zyflamend Whole Body,,,1.0,,,0
week_36_page_3,Soap,,,1.0,,,0
week_36_page_3,Ground Sirloin or Round,,,1.0,,0.2,0
week_36_page_3,Organic strawberries,,,1.0,,,1
week_36_page_3,Gluten-Free Bread,,sonet wt 18 oz,1.0,,,0
week_36_page_3,Organic Loaf Bread,3.99,,1.0,1.0,0.0025062656641604013,1
week_36_page_3,Organic Red & Green Seedless Grapes,25.0,,2.0,0.49,,1
week_36_page_3,Ground Sirloin or Round,19.99,,1.0,3.0,0.1015007503751876,0
week_36_page_3,Organic strawberries,,,1.0,,,1
week_36_page_3,Gluten-Free Bread,,,1.0,,,0
week_36_page_3,Loaf Bread,,can,1.0,,,0
week_36_page_3,Loaf Bread,,,5.492000000000001,,,1
week_36_page_3,Applewood Smoked Ham,,,1.0,,,0
week_36_page_3,Applewood Smoked Ham,9.99,,1.0,2.0,,0
week_36_page_3,Bone-In Pork Chops,,,1.0,,,0
week_36_page_3,Bone-In Pork Chops,,,1.0,,,0
week_36_page_3,East Coast White Shrimp,,,1.0,,,0
week_36_page_3,Organic strawberries,,,1.0,,,1
week_36_page_3,Edamame Dumpling Salad,,,1.0,,,0
week_36_page_3,Make Your Own Pizza Kit,1.0,,1.0,2.0,,1
week_36_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_36_page_3,House-Made Grill-Ready Burgers,,,1.0,,,0
week_36_page_3,Build Your Own Smoothie,3.99,,1.0,1.0,0.0025062656641604013,0
week_36_page_3,Organic strawberries,,,1.0,,,1
week_36_page_4,Sockeye Salmon Fillet,11.99,,1.0,3.0,0.0025020850708924107,0
week_36_page_4,Ground Sirloin or Round,,,1.0,,,0
week_36_page_4,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_36_page_4,Super Lump Crab Cakes,3.12,,3.0,0.99,,0
week_36_page_4,Sea Scallops,16.99,,1.0,5.0,,0
week_36_page_4,Fresh Mozzarella,,,1.0,,,0
week_36_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_36_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_36_page_4,Pork Sausages,29.91,,1.0,1.0,0.00033433634236041456,0
week_36_page_4,Stew beef,4.99,,1.0,2.5,0.00501002004008016,0
week_36_page_4,Cooked Shrimp,9.99,,1.0,5.0,0.005005005005005005,0
week_36_page_4,Made-In-House Chicken Kabobs,,,1.0,,,0
week_36_page_4,"Grass Fed Yougurt, & Cheese",,,1.0,,,0
week_36_page_4,Brownie Bites and Black,,,1.0,,,0
week_36_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_36_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_36_page_4,Yellow Bell Peppers,25.0,,2.0,0.49,,1
week_36_page_4,Organic Celery,25.0,,2.0,0.49,,1
week_36_page_4,Honeycrisp Apples,2.99,,1.0,1.0,0.0033444816053511705,0
week_36_page_4,Organic strawberries,,,1.0,,,1
week_36_page_4,Organic strawberries,,,1.0,,,1
week_36_page_4,Blackberries,24.0,half pint,2.0,0.99,,0
week_36_page_4,Organic Red & Green Seedless Grapes,2.99,,1.0,1.0,0.0033444816053511705,0
week_36_page_4,Sumo Mandarins,3.79,,1.0,,,0
week_37_page_1,Organic Kombucha,,,2.0,1.19,1.06,1
week_37_page_1,"Sport Plan-Based Protein, Raw Fit, & Raw Meal",,,1.0,,,0
week_37_page_1,Organic Red & Green Seedless Grapes,19.91,,1.0,2.0,,0
week_37_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_37_page_1,Scottish Salmon,1009.99,,1.0,5.0,,0
week_37_page_1,Fresh Mozzarella,,,1.0,,,0
week_37_page_1,Asparagus,6.2,,1.0,3.0,,0
week_37_page_1,"Pinot Grigio, Rose, or Sparkling Wine",55.0,,5.0,0.67,,0
week_37_page_1,Bone-In Pork Chops,3.99,,1.0,3.0,,0
week_37_page_1,Yogurt,,,1.0,,,0
week_37_page_1,Fresh Mozzarella,,,1.0,,,0
week_37_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_37_page_1,Organic strawberries,,,2.0,1.99,,1
week_37_page_1,Organic strawberries,,,1.0,,,1
week_37_page_1,Beef Burger Patties,,,9.99,,,0
week_37_page_1,Napa Chicken Salad,69.91,,1.0,41.0,0.005864683164068087,0
week_37_page_1,Made-In-House Chicken Kabobs,,,1.0,,,0
week_37_page_1,Asparagus with Parmesan Vinaigrette,27.0,,1.0,,,0
week_37_page_1,Chicken Wing Platter,35.99,,1.0,,,0
week_37_page_2,Ground Sirloin or Round,,,1.0,,,0
week_37_page_2,Real Blue Crab Dips,,,1.0,,,0
week_37_page_2,Organic Sugar,,,1.0,,,0
week_37_page_2,Chocolate,,5-120z (359) bars net wt 6 oz,1.0,,,0
week_37_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_37_page_2,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,39.91,3 oz,1.0,0.5,9.959946953384936e-10,1
week_37_page_2,Natural Soda,25.0,,2.0,1.49,,0
week_37_page_2,Gluten-Free Bread,,,1.0,,,0
week_37_page_2,Soda,,,1.0,,,0
week_37_page_2,Organic strawberries,,,1.0,,,1
week_37_page_2,Fiesta Size Tortilla Chips,,serving,1.0,,,0
week_37_page_2,Natural Peanut Butter,2.49,,1.0,0.5,0.002008032128514056,0
week_37_page_2,Cookies,,,1.0,,,1
week_37_page_2,Free Range Large Brown Eggs,,freenet wt 4.4 oz,1.0,,,0
